.	O
	
“ikokuko	O
[	O
lori	O
aworan	O
aare	O
]	O
je	O
ese	O
ti	O
o	O
mu	O
ijiya	O
dani	O
labe	O
ofin	O
ile	O
burundi	B-LOC
gege	O
bi	O
abo	O
iwadii	O
reuters	B-ORG
kan	O
se	O
so	O
.	O
	
bi	O
o	O
tile	O
je	O
pe	O
ojo-ori	O
awon	O
odaran	O
naa	O
le	O
je	O
idi	O
fun	O
sise	O
adinku	O
ijiya	O
ese	O
ninu	O
igbejo	O
awon	O
akekoo	O
yii	O
.	O
	
gege	O
bi	O
oluko	O
kan	O
ti	O
ko	O
daruko	O
araa	O
re	O
se	O
so	O
,	O
won	O
ko	O
ye	O
awon	O
iwe	O
ikoni	O
wonyi	O
wo	O
fun	O
aimoye	O
odun	O
,	O
awon	O
akekoo	O
si	O
maa	O
n	O
pin	O
in	O
lo	O
ni	O
,	O
fun	O
idi	O
eyi	O
o	O
nira	O
lati	O
mo	O
eni	O
ti	O
o	O
ko	O
nnkan	O
si	O
i	O
ni	O
pato	O
.	O
	
isele	O
to	O
fara	O
jo	O
eyi	O
sele	O
ni	O
2016	B-DATE
,	O
leyinin	O
rogbodiyan	O
saa	O
keta	O
aare	O
naa	O
,	O
nigba	O
ti	O
awon	O
akekoo	O
nile	O
eko	O
ko	O
ikokuko	O
sori	O
aworan	O
(	O
aare	O
)	O
nkurunziza	B-PER
ninu	O
iwe	O
ikoni	O
.	O
	
awon	O
alase	O
ri	O
eyi	O
gege	O
bi	O
iwosi	O
gidi	O
ti	O
won	O
si	O
le	O
ogoogorun	O
akekoo	O
kuro	O
ni	O
awon	O
ile	O
eko	O
lorisiirisi	O
kaakiri	O
orile-ede	O
naa	O
.	O
	
akekoo	O
mokanla	O
ni	O
won	O
fesun	O
itabuku	O
ba	O
adari	O
ilu	O
ati	O
""""""""""	O
ihale	O
mo	O
aabo	O
ilu	O
""""""""""	O
kan	O
,	O
bi	O
o	O
tile	O
je	O
pe	O
won	O
pada	O
da	O
won	O
sile	O
.	O
	
won	O
bu	O
enu	O
ate	O
lu	O
iwa	O
yii	O
gidigidi	O
.	O
	
zeid	B-PER
ra'ad	I-PER
al	I-PER
hussein	I-PER
,	O
ti	O
o	O
je	O
asakoso	O
fun	O
eka	O
ijafetoo	O
eniyan	O
labe	O
united	B-ORG
nations	I-ORG
gbe	O
akosile	O
kan	O
jade	O
ni	O
29	B-DATE
,	I-DATE
osu	I-DATE
okudu	I-DATE
2016	I-DATE
:	O
	
eru	O
n	O
ba	O
mi	O
pelu	O
awon	O
iroyin	O
ti	O
mo	O
n	O
gbo	O
nipa	O
lile	O
ti	O
won	O
n	O
le	O
awon	O
omo	O
ni	O
ile-eko	O
ati	O
bi	O
won	O
se	O
n	O
ti	O
won	O
mole	O
nitori	O
ikokuko	O
ti	O
won	O
ko	O
sori	O
aworan	O
aare	O
ninu	O
awon	O
iwe	O
ikoni	O
.	O
	
pierre	B-PER
nkurunziza	I-PER
ti	O
je	O
aare	O
ile	O
burundi	B-LOC
lati	O
odun	B-DATE
2005	I-DATE
.	O
	
ni	B-DATE
odun	I-DATE
2015	I-DATE
,	O
awon	O
egbe	O
oseluu	O
re	O
tun	O
gbe	O
e	O
sipo	O
fun	O
saa	O
keta	O
lori	O
oye	O
.	O
	
ni	O
osu	B-DATE
erena	I-DATE
odun	I-DATE
to	I-DATE
koja	I-DATE
,	O
nkurunziza	B-PER
gba	O
oruko	O
tuntun	O
lodo	O
awon	O
egbe	O
oseluu	O
re	O
,	O
ajo	O
agbeja	O
ominira	O
awon	O
ologun	O
–	O
fun	O
igbega	O
ijoba	O
onibo	O
(	O
cndd-fdd	B-ORG
)	O
.	O
	
won	O
pe	O
e	O
ni	O
""""""""""	O
adari	O
ayeraye	O
to	O
ga	O
ju	O
""""""""""	O
.	O
	
akowe	O
gbogboogbo	O
fun	O
cndd-fdd	B-ORG
,	O
evariste	B-PER
ndayishimiye	I-PER
salaye	O
idi	O
ti	O
oruko	O
naa	O
se	O
di	O
ti	O
nkurunziza	B-PER
:	O
	
oludarii	O
wa	O
ni	O
,	O
ko	O
si	O
eni	O
ti	O
a	O
le	O
fi	O
we	O
e	O
ninu	O
egbee	O
wa	O
.	O
	
oun	O
ni	O
obii	O
wa	O
oun	O
ni	O
o	O
n	O
gba	O
wa	O
nimoran	O
.	O
	
idi	O
niyi	O
ti	O
mo	O
se	O
ni	O
ki	O
gbogbo	O
omo	O
egbe	O
pon	O
on	O
le	O
nitori	O
pe	O
ojukoju	O
ni	O
enikeni	O
le	O
fi	O
wo	O
ile	O
ti	O
ko	O
ni	O
olori	O
.	O
	
ni	O
tiwa	O
,	O
olori	O
to	O
dara	O
ju	O
ni	O
a	O
ni	O
.	O
	
bi	O
awon	O
cnn-fdd	B-ORG
se	O
gbe	O
oye	O
naa	O
ni	O
yepere	O
to	O
ipo	O
agbara	O
nkurunziza	B-PER
gege	O
bi	O
adari	O
ayeraye	O
to	O
ga	O
ju	O
ti	O
je	O
ki	O
o	O
nira	O
fun	O
enikeni	O
lati	O
ko	O
ohunkohun	O
ti	O
o	O
ba	O
yan	O
lati	O
se	O
,	O
titi	O
mo	O
igbese	O
re	O
lati	O
se	O
ayipada	O
ofin	O
saa	O
meji	O
fun	O
ipo	O
adari	O
ti	O
o	O
wa	O
ninu	O
iwe	O
ofin	O
orile-ede	O
naa	O
.	O
	
eyi	O
n	O
se	O
afihan	O
adalo	O
ti	O
egbe	O
oselu	O
to	O
wa	O
lori	O
oye	O
n	O
da	O
agbara	O
lo	O
pelu	O
nkurunziza	B-PER
ati	O
awon	O
alatileyin-in	O
re	O
pelu	O
bi	O
egbe	O
oselu	O
naa	O
se	O
n	O
dari	O
awon	O
idasile	O
ijoba	O
.	O
	
awon	O
onikokuko	O
ni	O
isokan	O
.	O
	
awon	O
omo	O
ilu	O
ti	O
won	O
n	O
samulo	O
ayelujara	O
ti	O
bere	O
ikokuko	O
sori	O
aworan	O
aare	O
nkurunziza	B-PER
ninu	O
ifehonuhan	O
pelu	O
ami	O
idamo	O
:	O
	
nkurunziza	B-PER
ati	O
burundi	B-LOC
:	O
	
omo	O
ile	O
eko	O
giga	O
ni	O
ewon	O
fun	O
kiko	O
ikokuko	O
si	O
ori	O
aworan	O
aare	O
.	O
	
bi	O
mo	O
ba	O
se	O
eyi	O
ni	O
burundi	B-LOC
,	O
o	O
se	O
e	O
se	O
ki	O
a	O
fi	O
mi	O
si	O
atimole	O
.	O
	
ijoba	O
burundi	B-LOC
fi	O
akekoobinrin	O
si	O
atimole	O
latari	O
esun	O
ikokuko	O
si	O
ori	O
aworan	O
aare	O
.	O
	
a	O
tuwiiti	O
aworan	O
ikokuko	O
wa	O
ni	O
ibanikedun	O
isele	O
naa	O
.	O
	
won	O
ni	O
ki	O
a	O
dan	O
an	O
wo	O
,	O
ki	O
a	O
ko	O
nnkan	O
si	O
ori	O
aworan	O
aare	O
mo	O
si	O
se	O
bee	O
.	O
	
mo	O
ni	O
igboya	O
wipe	O
enikeni	O
ko	O
ni	O
mu	O
mi	O
nibi	O
.	O
	
ifofinlile	O
mu	O
atako	O
.	O
	
ijoba	O
burundi	B-LOC
ti	O
bere	O
si	O
i	O
fi	O
ikanra	O
mu	O
iwa	O
atako	O
lati	O
odun	B-DATE
2015	I-DATE
,	O
leyin	O
ijakule	O
isote	O
kan	O
,	O
idojuko	O
pelu	O
awon	O
egbe	O
adite	O
kan	O
,	O
atako	O
lori	O
ilokulo	O
eto	O
,	O
ofin	O
kannpa	O
,	O
inira	O
pelu	O
eto	O
oro-aje	O
ati	O
rogbodiyan	O
awon	O
asasaala	O
.	O
	
european	B-ORG
union	I-ORG
pelu	O
united	B-ORG
nations	I-ORG
tako	O
igbese	O
nkurunziza	B-PER
fun	O
saa	O
keta	O
,	O
won	O
si	O
beere	O
fun	O
idapada	O
ilodeede	O
ki	O
asiko	O
idibo	O
o	O
to	O
de	O
.	O
	
pelu	O
awon	O
idojuko	O
wonyi	O
,	O
""""""""""	O
ipo	O
naa	O
""""""""""	O
le	O
si	O
i	O
.	O
	
awon	O
alase	O
si	O
n	O
fi	O
ikanra	O
mu	O
gbogbo	O
ihale	O
ti	O
won	O
n	O
ri	O
.	O
	
ijabo	O
pataki	O
ti	O
ajo	O
ajafetoo	O
eniyan	O
se	O
ni	O
osu	B-DATE
ebibi	I-DATE
2018	I-DATE
ri	O
i	O
pe	O
awon	O
eso	O
alaabo	O
ni	O
burundi	B-LOC
,	O
awon	O
afoyesise	O
ati	O
awon	O
omo	O
egbe	O
oselu	O
ti	O
o	O
wa	O
nipo	O
awon	O
egbe	O
imbone	B-ORG
	
n	O
kolu	O
awon	O
alatako	O
ati	O
awon	O
eni	O
ti	O
won	O
fura	O
si	O
gege	O
bi	O
alatako	O
pelu	O
ajafetoo	O
eniyan	O
ati	O
akoroyin	O
.	O
	
""""""""""	O
won	O
pa	O
eeyan	O
to	O
to	O
1700	O
,	O
bee	O
ni	O
won	O
si	O
n	O
fi	O
ipa	O
le	O
awon	O
elomiin	O
,	O
won	O
n	O
fi	O
ipa	O
ba	O
won	O
ni	O
ibalopo	O
,	O
won	O
n	O
fi	O
iya	O
je	O
won	O
,	O
won	O
n	O
ti	O
won	O
mole	O
,	O
bee	O
ni	O
won	O
si	O
n	O
deruba	O
aimoye	O
awon	O
miiran	O
""""""""""	O
.	O
	
eyi	O
ti	O
da	O
wahala	O
isasaala	O
sile	O
,	O
a	O
ti	O
ri	O
awon	O
ara	O
burundi	B-LOC
ti	O
won	O
sa	O
lo	O
si	O
tanzania	B-LOC
,	O
rwanda	B-LOC
,	O
congo	B-LOC
ati	O
uganda	B-LOC
.	O
	
bi	O
o	O
tile	O
je	O
pe	O
egbeegberun	O
ti	O
pada	O
sile	O
.	O
	
alakooso	O
united	B-ORG
nations	I-ORG
fun	O
isasaala	O
ti	O
se	O
akosile	O
awon	O
asasaala	O
ti	O
o	O
wa	O
lati	O
burundi	B-LOC
ti	O
won	O
le	O
ni	O
347,000	O
ni	O
osu	B-DATE
erele	I-DATE
2019	I-DATE
,	O
unhcr	B-ORG
fidi	O
e	O
mule	O
:	O
	
laasigbo	O
ninu	O
oselu	O
burundi	B-LOC
le	O
si	O
i	O
ni	O
odun	B-DATE
2015	I-DATE
leyin	O
ti	O
aare	O
kede	O
erongbaa	O
re	O
lati	O
lo	O
fun	O
saa	O
keta	O
.	O
	
ifehonuhan	O
awon	O
eeyan	O
lati	O
tako	O
erongba	O
fa	O
ikolura	O
,	O
ogoogorun	O
awon	O
eeyan	O
si	O
sa	O
lo	O
si	O
awon	O
orile-ede	O
itosi	O
lati	O
fi	O
orii	O
won	O
pamo	O
.	O
	
ni	O
ibere	O
osu	O
yii	O
,	O
ijoba	O
burundi	B-LOC
ti	O
ofiisi	O
eka	O
awon	O
ajafetoo	O
eniyan	O
labe	O
united	B-ORG
nations	I-ORG
ti	O
won	O
si	O
so	O
pe	O
awon	O
ko	O
niloo	O
won	O
mo	O
.	O
	
ijoba	O
naa	O
n	O
binu	O
si	O
alakooso	O
tele-ri	O
eka	O
naa	O
,	O
zeid	B-PER
ra'ad	I-PER
al	I-PER
hussein	I-PER
ti	O
o	O
sapejuwe	O
nkurunziza	B-PER
ti	O
burundi	B-LOC
gege	O
bi	O
okan	O
lara	O
""""""""""	O
awon	O
apanilekunjaye	O
eniyan	O
ti	O
o	O
n	O
gberu	O
si	O
i	O
laipe	O
yii	O
""""""""""	O
ni	O
osu	B-DATE
erele	I-DATE
2018	I-DATE
.	O
	
atipa	O
awon	O
ile-ise	O
akoroyin	O
,	O
iyolenu	O
awon	O
alatako	O
,	O
ifofinlile	O
mu	O
awon	O
idasile	O
ti	O
ki	O
i	O
se	O
ti	O
ijoba	O
(	O
ngos	O
)	O
ati	O
idiwo	O
fun	O
awon	O
miiran	O
lati	O
soro	O
tabi	O
se	O
afihan	O
ara	O
won	O
ni	O
aaye	O
oselu	O
.	O
	
fun	O
apeere	O
,	O
won	O
dajo	O
ewon	O
odun	O
mejilelogbon	O
fun	O
ajafetoo	O
eniyan	O
germain	B-PER
rukiki	I-PER
fun	O
""""""""""	O
idarapo	O
mo	O
igbiyanju	O
iruluu	O
jijin	O
eto	O
aabo	O
ilu	O
lese	O
ati	O
isote	O
""""""""""	O
ni	O
2018	B-DATE
nitori	O
pe	O
o	O
se	O
akosile	O
awon	O
ona	O
ti	O
ijoba	O
nkurunziza	B-PER
n	O
gba	O
fiya	O
jeni	O
.	O
	
awon	O
aisedede	O
kan	O
da	O
igbejo	O
rukiki	B-PER
duro	O
,	O
o	O
si	O
waye	O
ni	O
ose	B-DATE
meloo	O
kan	O
saaju	O
ariyanjiyan	O
idibo	O
abofinmu	O
naa	O
.	O
	
""""""""""	O
oro	O
ikokuko	O
""""""""""	O
naa	O
n	O
se	O
afihan	O
idurosansan	O
ijoba	O
naa	O
ti	O
ko	O
ye	O
ati	O
ona	O
ti	O
won	O
n	O
gba	O
se	O
etoo	O
won	O
,	O
titi	O
mo	O
sise	O
igbeyawo	O
kannpa	O
fun	O
awon	O
tokotaya	O
ti	O
won	O
n	O
gbepo	O
laise	O
igbeyawo	O
ni	O
2017	B-DATE
:	O
	
ifofinlile	O
mu	O
owoo	O
pansaga	O
ati	O
agbe	O
sise	O
.	O
	
afile	O
iye	O
owo	O
fun	O
gbigba	O
iwe	O
eri	O
omo-ilu-fun-irinna	O
mu	O
awon	O
omo	O
angola	B-LOC
fi	O
ehonu	O
han	O
.	O
	
inu	O
n	O
bi	O
awon	O
omo	O
orile-ede	O
angola	B-LOC
latari	O
iye	O
owo	O
iwe	O
eri	O
omo-ilu-fun-irinna	O
tuntun	O
30,500	O
kwanzas	O
(	O
o	O
to	O
97	O
owo	O
dollar	O
)	O
ti	O
ijoba	O
sese	O
polongo	O
ni	O
ojo	B-DATE
21	I-DATE
osu	I-DATE
seere	I-DATE
.	O
	
2500	O
kwanzas	O
(	O
owo	O
dollar	O
orile-ede	O
us	B-LOC
mejo	O
)	O
ni	O
o	O
je	O
teletele	O
.	O
	
ni	O
afikun	O
,	O
ijoba	O
ti	O
pin	O
iye	O
owo	O
irufe	O
irinajo	O
ti	O
o	O
wa	O
si	O
otooto	O
,	O
o	O
to	O
o	O
ni	O
eseese	O
.	O
	
labe	O
ilana	O
tuntun	O
yii	O
ni	O
ijoba	O
yoo	O
ti	O
maa	O
gba	O
45,250	O
kwanzas	O
fun	O
iwe	O
iwolu	O
iduro-si-ilu	O
;	O
	
21,350	O
fun	O
iwe	O
iwolu	O
irinajo-afe	O
;	O
	
36,500	O
fun	O
iwe	O
iwolu	O
agbanibode	O
;	O
	
38,125	O
fun	O
isunsiwaju	O
iwe	O
iwolu	O
ise	O
;	O
	
15,250	O
fun	O
iwe	O
iwolu	O
oro	O
ilera	O
ara	O
;	O
	
ati	O
30,500	O
fun	O
iwe	O
pelebe	O
igbeluu	O
.	O
	
agbenuso	O
fun	O
eka	O
ijoba	O
ti	O
o	O
n	O
se	O
abojuto	O
eto	O
iforukosile	O
,	O
valdemar	B-PER
jose	I-PER
,	O
so	O
fun	O
awon	O
akoroyin	O
ibile	O
angola	B-LOC
pe	O
idiyele	O
fun	O
iwe	O
irinna	O
iwolu	O
lasan-lasan	O
lo	O
si	O
oke	O
nitori	O
owo	O
gegere	O
ni	O
o	O
n	O
je	O
lati	O
se	O
iwe	O
naa	O
:	O
	
ijoba	O
ri	O
i	O
wipe	O
o	O
to	O
asiko	O
lati	O
sun	O
owo	O
iwe	O
eri	O
omo-ilu-fun-irinna	O
,	O
o	O
si	O
ti	O
yo	O
owoo	O
kilankoo	O
re	O
kuro	O
ninu	O
kiko	O
owo	O
le	O
e	O
lori	O
,	O
ki	O
o	O
ba	O
le	O
se	O
,	O
fun	O
apeere	O
,	O
pese	O
omi	O
inaa	O
manamana	O
ati	O
awon	O
ohun	O
amayerorun	O
miiran	O
.	O
	
ohun	O
elo	O
fun	O
iwe	O
eri	O
omo-ilu-fun-irinna	O
maa	O
n	O
gbon	O
owo	O
mi	O
,	O
nitori	O
ise	O
idaabobo	O
orii	O
re	O
,	O
ti	O
ajo	O
oba	O
n	O
kowo	O
le	O
lori	O
tele	O
ki	O
o	O
to	O
di	O
igba	O
yii	O
.	O
	
eyi	O
je	O
iranti	O
ohun	O
ti	O
oju	O
awon	O
omo	O
mozambique	B-LOC
ri	O
ni	O
ipari	O
odun-un	B-DATE
2018	I-DATE
,	O
nigbati	O
ijoba	O
pinnu	O
lati	O
fi	O
owo	O
kun	O
iwe	O
ase	O
gbogbo	O
,	O
bee	O
naa	O
ni	O
o	O
ba	O
iwe	O
ase	O
oko	O
wiwa	O
,	O
ti	O
idiyelee	O
re	O
fi	O
ida	O
500	O
gbewo	O
lori	O
.	O
	
afile	O
iye	O
owo	O
naa	O
ti	O
da	O
awuyewuye	O
sile	O
.	O
	
ifehonuhan	O
odo	O
ti	O
o	O
to	O
bii	O
100	O
waye	O
ni	O
ojo	B-DATE
kerin	I-DATE
osu	I-DATE
erele	I-DATE
,	O
pelu	O
atileyin	O
egbe	O
awon	O
omo	O
ilu	O
kan	O
ti	O
o	O
ri	O
igbese	O
ijoba	O
gege	O
bi	O
ona	O
lati	O
gbese	O
le	O
eto	O
awon	O
eniyan	O
fun	O
irinajo	O
sise	O
.	O
	
ifehonuhan	O
naa	O
.	O
	
ni	O
ojo	B-DATE
kerin	I-DATE
osu	I-DATE
erele	I-DATE
,	O
global	B-ORG
voices	I-ORG
ba	O
fernando	B-PER
gomes	I-PER
,	O
ajijangbara	O
omo	O
orile	O
ede	O
angola	B-LOC
ti	O
o	O
je	O
okan	O
lara	O
awon	O
alatileyin	O
ifehonuhan	O
naa	O
takuroso	O
,	O
lati	O
mo	O
ohun	O
gbogbo	O
ti	O
o	O
ro	O
mo	O
isele	O
naa	O
.	O
	
o	O
so	O
fun	O
wa	O
:	O
	
eyi	O
[	O
ni	O
ona	O
kan	O
]	O
fun	O
ipesi	O
akiyesi	O
ijoba	O
joao	B-PER
lourenco	I-PER
,	O
wipe	O
afile	O
idiyele	O
ko	O
ye	O
niru	O
asiko	O
yii	O
,	O
nitori	O
owo	O
naa	O
ti	O
se	O
gegere	O
ju	O
fun	O
awon	O
omo	O
	
(...)	O
ati	O
pe	O
""""""""""	O
ise	O
idagbasoke	O
oro	O
aje	O
orile-ede	O
angola	B-LOC
""""""""""	O
ko	O
le	O
waye	O
nipase	O
afile	O
owo	O
ori	O
,	O
nitori	O
wipe	O
awon	O
omo	O
ilu	O
ni	O
o	O
n	O
fi	O
ori	O
ko	O
o	O
,	O
awon	O
ti	O
o	O
wa	O
ni	O
ipo	O
ijoba	O
ni	O
anfaani	O
ti	O
o	O
po	O
ni	O
ikawoo	O
won	O
,	O
ti	O
o	O
se	O
pe	O
apo	O
ara	O
ilu	O
ti	O
o	O
n	O
runpa	O
ni	O
won	O
ti	O
n	O
mu	O
owo	O
ti	O
won	O
n	O
na	O
.	O
	
awon	O
alatako	O
ti	O
so	O
pe	O
o	O
se	O
pataki	O
lati	O
ranti	O
wipe	O
iwe	O
eri	O
omo-ilu-fun-irinna	O
duro	O
fun	O
idanimo	O
omo	O
ilu	O
ni	O
oke	O
okun	O
,	O
tori	O
idi	O
eyi	O
,	O
ko	O
se	O
e	O
ye	O
sile	O
fun	O
won	O
.	O
	
a	O
maa	O
wa	O
ni	O
oju	O
opopona	O
ni	O
olu	O
ilu	O
fun	O
osu	B-DATE
erele	I-DATE
,	O
ni	O
awon	O
ojo	O
kookan	O
ti	O
a	O
yan	O
,	O
ojo	O
kerin	O
osu	B-DATE
erele	I-DATE
ni	O
iwode	O
naa	O
bere	O
,	O
amo	O
ni	O
ojo	O
keje	O
ni	O
a	O
maa	O
pada	O
si	O
oju	O
opopona	O
,	O
ti	O
a	O
oo	O
tun	O
wa	O
ni	O
ojo	O
kankanla	O
,	O
ti	O
a	O
o	O
si	O
jabo	O
ni	O
